#{"t_start": 1674316415.0256553, "env_id": "gripper-env-v0"}
7495.395317,14,5112.976854
-26901.783333,186,5124.860156
9098.448752,6,5126.246122
9697.932688,3,5127.946251
9500.061483,4,5129.376836
9499.512487,4,5130.86109
9497.605019,4,5132.11185
10000.0,1,5133.310206
10000.0,1,5134.54364
8298.426691,10,5136.427588
9300.439316,5,5137.896489
9297.793862,5,5139.293856
8813.123937,8,5140.860059
9204.669514,6,5142.343449
9094.878115,6,5143.760145
8611.709754,9,5145.377368
9698.529071,3,5146.677254
9698.02406,3,5147.976611
8897.026536,7,5149.428167
10000.0,1,5150.812945
7682.230405,13,5152.727771
9098.248906,6,5154.12751
9698.374537,3,5155.427456
5296.639684,25,5158.36119
10000.0,1,5159.54424
9298.147745,5,5160.944328
9699.233155,3,5162.193489
8898.748518,7,5163.644548
8898.609952,7,5165.460831
7898.421938,12,5167.128013
9698.324897,3,5168.410708
8997.688755,7,5170.027825
8996.659975,7,5171.510486
9302.022937,5,5172.910915
8900.255624,7,5174.479844
10000.0,1,5175.662333
9297.913236,5,5177.079265
8598.219811,9,5178.694941
8696.89876,8,5180.34504
9299.346804,5,5181.727922
9612.574983,4,5183.110979
9100.915917,6,5184.644851
4698.757147,28,5187.745134
9497.31152,4,5189.144738
-15503.125284,129,5196.844755
9301.501247,5,5198.344517
9698.590336,3,5199.62801
4297.483603,30,5202.862412
10000.0,1,5204.026854
8688.159807,8,5205.628628
9500.864797,4,5206.978117
8898.692046,7,5208.646996
9297.768802,5,5209.978129
10000.0,1,5211.211262
9497.565306,4,5212.527562
8484.073032,9,5214.178132
7697.917918,13,5216.229571
9098.401327,6,5217.695111
8900.296169,7,5219.179026
9499.600793,4,5220.478368
9292.911351,5,5221.877847
9496.299936,4,5223.144093
9098.866644,6,5224.594412
9298.015874,5,5226.044822
8207.036929,11,5227.71198
9298.461403,5,5229.044937
9499.368045,4,5230.311789
9498.982005,4,5231.645204
9699.167496,3,5232.980091
9499.372804,4,5234.294502
9296.426375,5,5235.711692
9499.575516,4,5236.994046
9097.754683,6,5238.344182
8898.264038,7,5239.845126
6300.00045,20,5242.128124
9698.367759,3,5243.427735
3515.866771,35,5246.761826
9498.664238,4,5248.280204
9294.739179,5,5249.645044
9292.242811,5,5251.24467
4305.514588,34,5254.594639
9900.002414,2,5255.827153
7000.276085,17,5257.99505
9498.090797,4,5259.528853
9298.274435,5,5260.961573
9697.44361,3,5262.243903
9499.597821,4,5263.544339
7694.42053,14,5265.461732
-40000.0,200,5281.361573
5900.332867,23,5283.961674
-2302.595247,63,5289.545678
8499.691923,9,5291.19415
7996.838463,12,5293.145331
9098.17764,6,5294.577684
7898.420364,12,5296.528989
9612.919625,4,5297.877759
9413.237586,5,5299.22765
9097.814404,6,5300.67842
9297.286451,5,5301.994504
8913.593093,8,5303.545012
9697.8278,3,5304.944001
9297.613709,5,5306.377529
9098.177792,6,5307.945149
8597.112871,9,5309.595072
9298.220216,5,5310.960706
9298.042748,5,5312.311439
9494.031126,4,5313.611623
10000.0,1,5314.8439
-40000.0,200,5328.711238
-40000.0,200,5342.661604
9297.549092,5,5344.06153
9099.839,6,5345.478441
9100.000072,6,5346.877666
9499.235518,4,5348.160938
9698.35005,3,5349.461004
9497.59937,4,5350.896446
9298.585292,5,5352.294787
9698.34456,3,5353.594013
9493.826788,4,5355.778376
1699.302293,43,5359.311719
8892.160482,7,5361.161917
8298.349426,10,5362.879526
9097.831635,6,5364.277297
9097.468401,6,5365.712403
9099.309711,6,5367.227748
6098.552169,21,5370.312416
8713.445079,9,5371.961688
9498.338066,4,5373.327766
10000.0,1,5374.494558
-40000.0,200,5388.561227
-40000.0,200,5401.644621
9098.453302,6,5403.12816
9098.410632,6,5404.627575
9698.323135,3,5405.927599
9292.957206,5,5407.311385
9302.538942,5,5408.661005
-1303.985752,59,5415.061061
9299.781133,5,5416.46084
9497.880224,4,5417.778171
8799.927913,8,5419.310789
9299.524476,5,5420.694618
8698.488081,8,5422.244935
8311.197293,11,5423.944702
9208.321894,6,5425.411444
10000.0,1,5426.594308
9292.47234,5,5428.114228
-14200.954032,123,5436.212476
8091.133562,11,5437.995402
8294.872249,11,5439.779395
9095.6505,6,5441.261635
9697.593555,3,5442.661355
8600.936042,9,5444.295214
9299.868801,5,5445.611111
9297.669454,5,5446.961143
9298.083587,5,5448.311229
9498.010872,4,5449.610761
9211.988847,6,5451.010753
9295.667749,5,5452.4449
8899.979915,7,5454.013533
8818.787788,8,5455.644253
8118.83458,12,5457.411397
-39901.369466,200,5471.377845
8415.463618,10,5473.061171
9418.154714,5,5474.47777
9014.272519,7,5475.928123
8035.113123,13,5477.844337
9012.901305,7,5479.310878
7815.84408,13,5481.445671
3037.181405,38,5484.961785
9214.946771,6,5486.36148
9010.053152,7,5487.911201
9418.5969,5,5489.42747
9014.319056,7,5490.910906
8616.426721,9,5492.847197
8435.07821,11,5494.510843
9214.098042,6,5496.011323
8229.317272,15,5498.178863
8816.299311,8,5499.694612
8815.457287,8,5501.277632
8213.62669,11,5503.044715
9217.019603,6,5504.560886
8816.150035,8,5506.862187
9411.348907,5,5508.210535
9216.227642,6,5509.644739
5419.445026,26,5512.661943
8616.677583,9,5514.313323
8634.042298,10,5516.061034
9214.631585,6,5517.477767
9216.086881,6,5518.944812
6956.327595,20,5521.144387
9618.011148,4,5522.562142
9900.383604,2,5523.94637
9416.072016,5,5525.294105
7430.839932,16,5527.527565
9014.200579,7,5528.995115
-39780.036955,200,5541.712556
8813.199228,8,5543.244049
6000.146401,22,5545.644191
9015.733052,7,5547.11076
9017.604357,7,5548.59467
8813.469806,8,5550.177597
9217.349289,6,5551.678039
6013.97142,22,5554.778814
8214.007322,11,5556.528183
8420.290097,10,5558.261443
9415.152395,5,5559.56067
8020.327005,12,5561.327905
9214.729301,6,5562.7448
9421.638825,5,5564.161404
-20172.022074,154,5578.962042
9414.688645,5,5580.360613
9413.29905,5,5581.828208
7016.018921,17,5583.97771
9013.603465,7,5585.394274
7429.926491,16,5587.44504
9121.825896,7,5589.028428
8316.35949,11,5590.793944
7602.785824,14,5593.16291
9018.964562,7,5594.711588
9211.958157,6,5596.144145
9016.278241,8,5597.711709
2122.839643,45,5601.929075
2201.578844,47,5605.911747
8409.374954,10,5607.978494
-9862.246918,105,5614.994303
8815.420138,8,5616.510655
9214.79863,6,5617.927917
9216.358272,6,5619.428151
10000.0,1,5620.627129
8811.292936,8,5622.244043
9013.188494,7,5623.727937
9014.460706,7,5625.127006
8811.938928,8,5626.728041
7414.800947,15,5628.678198
9216.213741,6,5630.111403
9014.061385,7,5631.628029
7816.410903,13,5633.477415
8815.084342,8,5635.011842
4033.334116,33,5638.177938
9218.151577,6,5640.182762
9215.049069,6,5641.627478
6267.059463,24,5644.262437
8204.946131,11,5646.095068
9015.242901,7,5647.61164
10000.0,1,5648.944252
-10062.59355,104,5657.778412
8415.903797,10,5659.662301
9216.579221,6,5661.178397
9217.695652,6,5662.576889
5311.055845,28,5665.828526
9016.581464,7,5667.327637
8816.835985,8,5668.910947
9021.423173,7,5670.37807
9015.929405,7,5671.827255
9418.136528,5,5673.177459
9013.58561,7,5674.694785
8411.64643,10,5676.495105
9615.497976,4,5677.844293
9016.893135,7,5679.563729
8535.918599,12,5681.428464
8415.526643,10,5683.111112
9010.915219,7,5684.578067
9012.864375,7,5686.044226
8616.882012,9,5687.811257
8417.064547,10,5689.594676
9422.418136,5,5690.977152
10000.0,1,5692.110074
9412.834162,5,5693.477059
9216.542403,6,5695.129271
9020.45229,8,5696.577251
9114.521324,7,5698.078105
9216.153249,6,5699.511059
-1381.723787,59,5705.211566
8813.347428,8,5706.811934
9013.844389,7,5708.394536
9213.428204,6,5710.062949
9614.968582,4,5711.427802
9013.749974,7,5712.927455
9013.551595,7,5714.410831
8816.818673,8,5716.010549
9218.199032,6,5717.528109
9620.392766,4,5718.944408
7219.67137,16,5721.094938
9012.910436,7,5722.577149
9213.314957,6,5724.061206
9216.170436,6,5725.528074
9214.69214,6,5726.961187
9219.020642,6,5728.561356
4914.82224,29,5731.612009
6847.362918,20,5734.779172
9619.357582,4,5736.110476
9108.69815,7,5737.695233
9212.822002,6,5739.144152
8616.431982,9,5740.811407
8028.724909,13,5742.727825
8419.40067,10,5744.377692
9413.262728,5,5745.744196
8511.861638,10,5747.477186
8309.145762,11,5749.244807
9013.794256,7,5750.727855
8814.514604,8,5752.580018
9414.678025,5,5753.977607
8816.763036,8,5755.460404
8198.969731,11,5757.093975
9010.218878,7,5758.543888
3415.353648,35,5761.428014
8208.651628,11,5763.177141
8617.162417,9,5764.81121
8016.921899,12,5766.527502
9215.429002,6,5768.010434
9214.213979,6,5769.377415
9417.257121,5,5770.793775
7410.466604,15,5772.743819
8810.657778,8,5774.061288
7433.577189,16,5776.110741
9210.450875,6,5777.54435
7812.675347,14,5779.478044
9221.982286,6,5781.195456
9414.893911,5,5782.576999
9408.234344,5,5784.011159
9217.553708,6,5785.578557
9217.922608,6,5787.01056
8636.391871,10,5788.744051
9416.854072,5,5790.060616
6014.286688,22,5792.394482
8435.904994,11,5794.194679
8418.445377,10,5796.012011
9414.623824,5,5797.427592
9218.442759,6,5798.844393
9411.225501,5,5800.227442
8813.431379,8,5801.67763
9213.834214,6,5803.060373
1270.165816,51,5806.960667
6913.023485,18,5809.077504
-12359.658021,127,5818.128161
8817.04039,8,5819.827617
6460.759256,23,5822.712576
9217.808865,6,5824.211834
9415.124072,5,5825.577022
8519.206282,10,5827.310793
10000.0,1,5828.745164
7247.018011,18,5831.060752
9416.016301,5,5832.410411
9014.888853,7,5834.028127
9022.767951,7,5835.611124
8014.896232,12,5838.446773
7414.124243,15,5840.460765
8409.391689,10,5842.127222
7809.057131,13,5844.295757
9416.188048,5,5845.727621
1922.783597,45,5850.811812
9215.748781,6,5852.260481
9421.877318,5,5853.544016
9214.046825,6,5854.893638
5416.867604,26,5857.427597
5427.953537,26,5859.894391
9415.005119,5,5861.361198
7633.48778,15,5863.378091
7014.946538,17,5865.360256
9415.00081,5,5866.677001
7420.689922,15,5868.862429
9415.064471,5,5870.176967
9416.772192,5,5871.543811
8614.526123,9,5873.127295
7017.93749,17,5875.327713
8814.438909,8,5876.944885
-2288.341125,64,5881.445236
9016.126011,7,5882.843721
3967.622914,37,5886.36203
9016.900661,7,5887.911135
9006.077484,7,5889.394536
8033.060809,13,5891.24455
9215.474472,6,5892.77864
-6352.994607,90,5899.178492
8815.079422,8,5900.694376
9214.650517,6,5902.110767
8031.22705,13,5903.960656
8435.234171,11,5905.678067
9413.955942,5,5907.060902
9214.723182,6,5908.560576
9215.737959,6,5909.977636
8721.302719,9,5911.561106
9213.843779,6,5912.960938
8812.888285,8,5914.460658
9218.561454,6,5915.894442
8616.179717,9,5917.477786
8716.536575,9,5919.111022
9417.035907,5,5920.461087
8819.755077,8,5922.044537
9010.15229,7,5923.578006
8621.617506,9,5925.160352
9019.606417,7,5926.576874
5929.754307,24,5929.362152
9015.033498,7,5930.911202
8609.350843,9,5932.962631
8613.94293,9,5934.527202
9217.401359,6,5935.893872
9213.26515,6,5937.309909
8611.446712,9,5938.810456
8911.259754,8,5940.377464
9221.147083,6,5941.793771
7410.966098,16,5943.861841
8813.36118,8,5945.394593
7611.689554,15,5947.880218
5314.800258,26,5950.794473
9416.176255,5,5952.110106
7412.389901,16,5954.144959
8809.929635,8,5955.710171
8614.81523,9,5957.361322
9016.701861,7,5958.827338
3156.018949,39,5963.094894
9616.442147,4,5964.460877
9222.804448,6,5965.943944
9617.467264,4,5968.378211
9014.059517,7,5969.910217
9014.224703,7,5971.427463
9014.626405,7,5972.97781
6729.342519,20,5975.345226
8816.467056,8,5977.010221
9213.564112,6,5978.594008
9217.27639,6,5979.993897
8218.563083,11,5981.710305
8814.429686,8,5983.277224
8812.872048,8,5984.793847
6216.052682,21,5987.078442
7816.034568,13,5988.860523
9417.307385,5,5990.412351
9216.486443,6,5991.86108
9220.450511,6,5993.277501
7416.000154,16,5995.594869
7632.34431,17,5997.910486
9214.942525,6,5999.444376
8417.506374,10,6001.228548
9414.875941,5,6002.593514
9420.654166,5,6003.943673
2890.793129,42,6007.744058
9217.24364,6,6009.144281
5416.520332,25,6011.678326
7014.508586,17,6013.86108
8817.40555,8,6015.427455
8214.93953,11,6017.161465
205.781916,51,6021.694623
9218.208374,6,6023.128008
-22561.885308,166,6036.760756
9417.193955,5,6038.043703
8817.390673,8,6039.861833
9015.673207,7,6041.34361
9615.98375,4,6042.710097
8809.887399,8,6044.361434
7417.863851,15,6046.310531
6642.562897,21,6048.644579
8817.476132,8,6050.3104
7848.389653,15,6052.845284
9014.557589,7,6054.344173
9215.933907,6,6056.112324
9423.369457,5,6057.410397
7219.853811,16,6059.378017
10000.0,1,6060.543297
6117.058957,22,6063.027894
9414.97172,5,6064.444377
9013.666922,7,6066.111457
9216.947344,6,6067.577015
8814.108557,8,6069.11069
8234.802274,12,6071.495811
8512.111077,10,6073.060557
8416.439219,10,6074.727388
8025.950916,14,6076.794636
9415.216898,5,6078.227741
9214.127276,6,6079.91057
9212.910723,7,6081.44458
9014.57586,7,6083.011243
8610.248299,9,6084.728016
9417.161775,5,6086.009998
4614.470789,30,6089.061204
4442.509792,31,6091.793952
8522.43625,10,6093.594565
7521.780547,15,6095.544461
9612.832399,4,6096.994361
9218.154563,6,6098.410339
9115.98146,8,6100.09434
9215.421346,6,6101.628055
9014.134558,7,6103.060461
9012.511226,7,6104.544511
8815.459627,8,6106.027205
9216.708675,6,6107.39355
5264.727344,29,6110.644861
7418.968357,15,6112.810966
9216.607058,6,6114.427154
9217.271211,6,6115.827334
9419.128137,5,6117.24344
9214.522436,6,6118.744842
2656.150469,43,6122.043932
9420.81912,5,6123.410424
9218.840434,6,6124.810611
9017.92197,7,6126.327721
9216.193148,6,6127.727582
6648.862766,22,6130.077845
8816.289962,8,6131.644235
8811.81922,8,6133.193457
8820.452333,8,6134.994093
9217.466757,6,6136.41094
8614.056986,9,6138.043921
8815.15892,8,6139.493457
7614.983829,14,6141.511091
9213.338293,6,6143.027877
-8166.314223,94,6150.227035
8635.443029,10,6151.860695
9216.242956,6,6153.310217
8811.510812,8,6154.86115
9122.455441,7,6156.394464
8815.882528,8,6158.094724
9215.406092,6,6159.527538
8914.199019,10,6161.176653
6812.513929,18,6163.360877
9217.386642,6,6164.74338
-39271.118071,200,6176.143786
9015.824243,7,6177.62698
9014.054731,7,6179.026953
9012.189972,7,6180.510676
8614.897774,9,6182.279127
8817.512522,8,6183.828233
9214.543649,6,6185.595681
9016.681181,7,6187.044044
9014.102173,7,6188.511042
8816.410402,8,6190.061113
9019.785717,7,6191.661553
8511.831968,10,6193.294485
9214.924684,6,6194.861083
9213.021265,6,6196.26027
10000.0,1,6197.661241
9616.949101,4,6198.993252
5878.17939,26,6201.660467
9417.917268,5,6203.044032
7929.563112,14,6205.044382
5834.951987,24,6207.327092
8514.904289,10,6208.994145
10000.0,1,6210.144124
8898.285365,8,6211.776958
9214.025681,6,6213.193494
8422.532953,11,6214.843836
9215.466277,6,6216.260256
7019.260383,17,6218.510581
8015.316248,12,6220.377937
9216.807275,6,6221.844146
5614.92775,24,6224.210627
6540.807053,22,6226.477122
9007.926414,7,6227.960875
9211.821098,6,6229.410532
9216.663919,6,6230.894387
9017.48438,7,6232.444923
9421.723438,5,6233.927713
9416.073638,5,6235.47957
9417.967514,5,6236.89428
8217.017939,11,6238.694781
4434.120039,31,6242.460824
8512.759936,10,6244.127582
7017.048597,17,6246.178254
7838.935757,14,6248.027383
8415.926648,10,6249.711048
9416.97716,5,6251.043674
9217.166012,6,6252.494267
6931.437412,19,6254.677766
8814.07446,8,6256.278471
9218.018532,6,6257.694197
9414.236041,5,6259.077852
9615.668381,4,6260.410632
8816.815875,8,6262.027804
9620.965684,4,6263.579469
9216.779202,6,6265.04424
-12184.965809,113,6272.510441
8118.691769,12,6274.177085
9012.776569,7,6275.627793
9507.030581,5,6277.160961
9215.208039,6,6278.577696
8815.223451,8,6280.02741
8016.035181,12,6281.895177
8805.858736,8,6283.494524
6333.434899,23,6286.094875
9417.261175,5,6287.460979
9417.848839,5,6288.826987
1522.360919,52,6296.647244
8812.657297,8,6298.294298
9012.557274,7,6299.89361
9215.195982,6,6301.444141
9416.703337,5,6302.860931
8822.34271,8,6304.562391
9416.579274,5,6305.976829
9016.443481,7,6307.493948
9019.763001,7,6309.144902
10000.0,1,6310.511873
-6547.13068,95,6317.694342
8617.188885,9,6319.412298
7516.025013,15,6321.543841
9413.577878,5,6322.893585
10000.0,1,6324.05994
7518.962551,16,6326.227377
6410.234293,22,6328.927774
9418.29309,5,6330.260036
9016.419522,7,6331.710918
9217.433876,6,6333.177376
6219.420535,23,6335.694546
8839.539096,9,6337.410814
7859.860011,15,6339.778832
2743.392714,40,6344.011491
6617.032195,19,6346.027163
9015.852275,7,6347.476729
9220.151877,6,6348.910871
9414.573475,5,6350.310925
9216.90648,6,6351.827
7928.804475,14,6353.894922
9617.031292,4,6355.260828
8611.781635,9,6356.860183
9214.241939,6,6358.293898
4813.881036,28,6361.027086
9215.066037,6,6362.477392
9216.963288,6,6363.944227
1211.96242,48,6367.927096
8919.277154,8,6369.49414
9015.238172,7,6370.977157
9213.915784,6,6372.427197
8617.129314,9,6374.177113
8817.571824,8,6375.996036
9217.381622,6,6377.394074
9415.260326,5,6378.794375
9020.844873,7,6380.260756
9413.87228,5,6381.643377
8413.858824,10,6383.443752
6157.067278,24,6386.127559
9217.306343,6,6387.576751
9214.582608,6,6389.027532
-188.270085,53,6395.461886
8822.593717,8,6397.07758
9213.62354,6,6398.544363
8828.470276,9,6400.127269
9615.507101,4,6401.543975
9215.861128,6,6403.011031
8814.266606,8,6404.628011
9219.179457,6,6406.010224
8642.993081,10,6407.778087
8814.306321,8,6409.293374
8619.606965,9,6410.844246
9612.198158,4,6412.210575
9019.426476,7,6413.659962
9015.93427,7,6415.193926
8615.220624,9,6416.793978
10000.0,1,6418.747288
9414.104432,5,6420.127468
8620.691465,9,6421.793981
8819.461003,8,6423.562001
9523.989966,5,6424.943511
-1342.638459,69,6431.89466
9215.968393,6,6433.326772
9218.224371,6,6434.726712
8712.912972,9,6436.360977
10000.0,1,6437.49319
8814.710053,8,6439.377482
9416.861934,5,6440.844305
8813.870068,8,6442.528317
9215.883708,6,6443.976965
8815.091841,8,6445.527537
9213.986626,6,6446.976626
7815.751998,13,6448.994561
6417.134436,34,6453.02795
8819.702833,8,6454.443422
9018.270615,7,6455.944287
8416.19198,10,6457.493518
7214.422226,16,6459.594952
9419.948361,5,6460.927575
8816.514003,8,6462.443765
8618.293205,9,6464.044102
9022.023086,7,6465.510869
9112.121965,8,6467.41314
9215.456124,6,6468.843405
9613.870675,4,6470.176775
4816.025599,29,6473.211161
8619.260013,9,6474.710629
9018.826821,7,6476.261222
7530.124837,16,6478.31124
7815.181239,13,6480.293572
9016.489609,7,6481.76002
9016.754003,7,6483.177067
9219.171136,6,6484.710391
10000.0,1,6486.011273
7419.57821,15,6488.027209
6614.295685,19,6489.99361
7609.819368,14,6491.87772
9219.713121,6,6493.293253
8421.177755,10,6495.027067
9616.712357,4,6496.360426
8614.672695,9,6497.977106
9416.108325,5,6499.477825
8916.033706,8,6501.111683
8816.361355,8,6502.661195
8038.443844,13,6504.511235
9017.101922,7,6505.977823
7413.188091,15,6507.960961
7616.739422,14,6509.911023
8719.662077,9,6511.578332
5512.025361,34,6515.694866
9221.026042,6,6517.144458
8613.01679,9,6518.878161
9217.410603,6,6520.294348
9416.657849,5,6521.626833
9216.455575,6,6523.11018
9017.202052,7,6525.011889
9612.334571,4,6526.394277
8621.982906,10,6528.110537
9016.699449,7,6529.527272
7031.381719,18,6531.510268
9013.316055,7,6532.9774
8015.740914,12,6534.877635
9219.456782,6,6536.277079
9218.297528,6,6537.709976
8130.452944,13,6539.661073
8815.938229,8,6541.277096
9016.69818,7,6542.844132
8816.553681,8,6544.360693
7920.626168,13,6546.26025
8014.868416,12,6548.011339
9216.665868,6,6549.493719
6421.146858,20,6552.462552
9300.290836,5,6553.827234
7699.654383,14,6555.844365
8416.240174,10,6557.66037
9414.920822,5,6559.110073
9218.010263,6,6560.5433
9216.794854,6,6561.976758
9122.514016,7,6563.510619
9013.796248,7,6565.162234
8623.459679,9,6566.777704
9417.980565,5,6568.395816
8805.313148,8,6569.893456
8815.0788,8,6571.376758
9622.341873,4,6572.911368
8615.513184,9,6574.51058
9417.745586,5,6575.97735
8515.177689,10,6577.760904
8816.778848,8,6579.226514
8216.769032,11,6580.843401
7057.697721,19,6583.42837
8915.230484,8,6585.195
9217.36834,6,6586.676759
8920.860045,8,6588.193688
8818.583029,8,6589.710237
9014.665877,7,6591.193386
8822.708169,8,6592.710128
9221.501962,6,6594.211036
9218.378835,6,6595.693424
8620.669665,9,6597.360029
8233.4879,12,6599.377952
9216.953087,6,6600.776596
8819.482892,8,6602.293891
9015.492373,7,6603.660275
6613.583974,19,6605.927731
8612.19702,9,6607.593856
9213.79492,6,6609.044274
-28769.39509,197,6632.16147
9214.584413,6,6633.593245
6413.954734,20,6635.994557
7814.064241,13,6638.629077
7010.25525,17,6640.943747
9216.564903,6,6642.35994
8616.235531,9,6643.943321
9010.120699,7,6645.427533
9014.001307,7,6646.94383
9218.304005,6,6648.427175
8417.758603,10,6649.993762
5913.829936,23,6652.594386
9214.658158,6,6653.877199
9218.901404,6,6655.344132
6914.756149,18,6657.493627
9013.37215,7,6658.994237
9013.691319,7,6660.426844
-174.194581,57,6665.177086
7803.726881,13,6667.010897
9216.918027,6,6668.477285
9423.619176,5,6669.894008
9224.203049,6,6671.327536
9016.106154,7,6672.843448
9613.057525,4,6674.193414
9417.78815,5,6675.862516
4832.202392,29,6678.660887
8228.264821,12,6680.695637
9018.511711,7,6682.194252
9416.961147,5,6683.543414
7724.303865,15,6685.711119
7914.965456,13,6687.543585
8813.207216,8,6689.093921
9623.066561,4,6690.461169
8234.74516,12,6692.277524
9415.834056,5,6693.660709
9214.403623,6,6695.059939
9215.179266,6,6696.493603
9015.071686,7,6697.960275
8615.45459,9,6699.577476
5406.542349,26,6702.227679
8414.061066,10,6703.96096
9211.051402,6,6705.410798
8814.324552,8,6707.044443
9213.784086,6,6708.527315
8615.621104,9,6710.110523
7027.300704,18,6712.227659
7317.576454,16,6714.227488
9216.21294,6,6715.659981
7222.983399,16,6717.660657
9012.371869,7,6719.127406
46.895214,55,6724.194032
9212.79268,6,6725.526832
6034.807357,24,6728.110979
9213.859867,6,6729.576704
8614.891201,9,6731.177452
8017.809974,12,6733.144459
9213.207569,6,6734.593805
9315.909914,6,6736.027112
9417.472417,5,6737.393517
9014.456566,7,6738.860847
8818.458091,8,6740.44452
9212.268722,6,6741.943834
8821.403205,9,6743.460548
9418.122915,5,6744.860631
8615.805447,9,6746.49359
6318.031933,22,6748.960376
9014.610174,7,6750.460655
7207.575867,16,6752.544182
9015.857027,7,6755.014879
9220.324592,6,6756.610945
6415.134573,20,6759.027039
8619.57144,9,6760.610704
9219.413939,6,6762.061193
8821.687735,9,6763.62681
9013.955451,7,6765.194766
-40000.0,200,6776.94343
9215.828698,6,6778.310119
8815.206626,8,6779.844115
9010.948641,7,6781.427979
8818.733164,8,6783.044012
9614.862094,4,6784.343055
9017.690989,7,6785.927751
7831.041302,14,6787.91068
9014.633703,7,6789.359886
9415.06518,5,6790.760806
8030.594728,13,6792.677889
9019.391228,7,6794.243375
9013.184146,7,6795.743847
7457.346999,17,6797.843606
